Index,Zeit,Langenanderung,Temperatur
67,110.0009003,44.12709045,330.014679
68,111.667305,44.84899902,334.9844055
69,113.3337174,45.60659409,340.0224304
70,115.0001755,46.39163589,344.9470215
71,116.6668396,47.12452698,350.0828247
72,118.3336182,47.90956879,354.8895264
73,120.0000763,48.63697052,359.9890137
74,121.6667709,49.36711502,364.9642944
75,123.3337555,50.11372757,370.0917664
76,125.0004501,50.81367874,374.9049072
77,126.6667862,51.55754852,380.1001282
78,128.3335724,52.22730637,385.0954895
79,130.0003052,52.99038696,390.0266419
80,131.6674194,53.69582748,394.9171143
81,133.3340912,54.40676117,400.0380859
82,135.0008545,55.13690567,405.0368652
83,136.6675873,55.82313156,410.1373901
84,138.334198,56.52857208,415.134491
85,140.000473,57.22028732,420.0303955
86,141.6668396,57.9092598,425.1345215
87,143.333725,58.6037178,429.9820252
88,145.0005188,59.30641556,435.1107178
89,146.6674194,60.02558136,440.0172119
90,148.3339386,60.69533539,445.0120544
91,150.0006714,61.39254379,449.9829712
92,151.6673431,62.0540657,455.1315308
93,153.3337097,62.77597427,460.055481
94,155.0003662,63.50611877,465.0200501
95,156.667038,64.20606995,470.0108948
96,158.3332062,64.96366119,475.0744629
97,160.0000916,65.63890839,480.0990906
98,161.6674194,66.40473938,485.1079102
99,163.3341827,67.1074295,490.1311035
100,165.0002136,67.81835938,495.0337219
101,166.6666107,68.55125427,500.1750488
102,168.3334351,69.29238129,504.90802
103,170.0000763,70.09663391,509.9911499
104,171.6666565,70.85971832,515.024353
105,173.3341827,71.64750671,519.9835205
106,174.9999542,72.34745789,525.0209961
107,176.6674652,73.09407043,529.9209595
108,178.3338013,73.93401337,534.9321899
109,180.0003967,74.6504364,539.8709717
110,181.6670075,75.49861145,545.1204834
111,183.3339386,76.19032288,550.1121216
112,185.0003357,77.03026581,554.9293823
113,186.6669464,77.81530762,560.0819702
114,188.3332825,78.57289886,564.9998169
115,190.0008698,79.42655945,569.8895264
116,191.66716,80.19788361,575.0227051
117,193.3334808,80.9966507,579.9832153
118,195.000061,81.76797485,584.9476929
119,196.6672974,82.61064911,590.0775147
120,198.3333893,83.37099457,594.9641724
121,200.0004273,84.16427612,599.7462158
122,201.667511,84.99049377,605.0765991
123,203.3332062,85.79199982,609.9840088
124,205.000824,86.57155609,614.8914795
125,206.6665497,87.36209106,620.0735474
126,208.3335724,88.14713287,624.8438721
127,210.0001526,88.98432922,630.1525879
128,211.6674652,89.75015259,635.1038208
129,213.3339996,90.53245544,640.1166992
130,215.0005951,91.27907562,644.9090576
131,216.6667786,92.04489899,649.9406738
132,218.3334656,92.84915924,654.9401245
133,220.0001526,93.62320709,659.8847656
134,221.6669006,94.38080597,664.9554443
135,223.3338013,95.17133331,669.9580689
136,225.0002747,95.95088959,675.0983887
137,226.6670837,96.63986969,680.0437012
138,228.3337402,97.46607971,685.0596924
139,230.000351,98.13584137,690.0500488
140,231.6669464,98.94833374,695.0186157
141,233.3335266,99.63730621,700.0980225
142,235.0007935,100.3647003,704.9395142
143,236.667038,101.1195526,710.0985718
144,238.3334656,101.8002853,715.1733398
145,240.0001068,102.5057297,720.0223389
146,241.6668701,103.1699982,724.9844971
147,243.3331757,103.776619,729.9660034
148,244.9999085,104.2624664,734.8703613
149,246.6666565,104.6385193,740.1965332
150,248.333725,105.2231827,744.753418
151,249.9998474,104.4244156,750.0188599
152,251.6664276,101.8661652,754.984314
153,253.3336792,99.75533295,759.9984131
154,254.9999542,98.28131866,765.001648
155,256.6669312,97.20257568,769.9979858
156,258.3336792,96.39007568,774.8674316
157,259.9998474,95.7614975,780.0161743
158,261.6673889,95.15487671,785.0383911
159,263.3338623,94.64706421,789.9262695
160,265.0001221,94.1557312,794.9921265
161,266.6673584,93.87026215,799.9580078
162,268.3336487,93.5408783,805.0873413
163,270.0000305,93.31030273,809.9448242
164,271.6673279,93.22246552,814.8493652
165,273.3338623,93.16756439,820.1554565
166,275.0004273,93.32951355,825.1200562
167,276.6668701,93.53263092,829.8607178
168,278.333313,93.96907806,835.0695801
169,280.0006409,94.605896,839.9899292
170,281.6670837,95.28663635,845.0500488
171,283.3336182,96.19519043,849.8513794
172,285.0002441,97.16688538,854.991394
173,286.6668396,98.26210785,859.9243164
174,288.3334656,99.40947723,865.107544
175,289.9998474,100.5458679,870.0775757
176,291.6674194,101.6685333,874.8566284
177,293.333374,102.804924,880.0828247
178,295.0001526,103.9687653,884.8789063
179,296.6671753,105.2067184,890.0603027
180,298.333374,106.3870239,894.8951416
181,300.000061,107.5618439,900.0174561
182,301.6672974,108.7037201,904.8991699
183,303.3332825,109.8456039,910.1737671
184,304.9997253,111.0561066,914.9934082
185,306.6671753,112.1677933,920.0111084
186,308.3338318,113.2575302,924.7557373
187,310.0005493,114.4378281,930.0408325
188,311.6674194,115.5961838,935.1577759
189,313.3330383,116.7051239,939.7967529
190,315.0004578,117.8168106,945.2081299
191,316.6665344,118.9422226,949.935791
192,318.3331604,120.0072403,955.2124634
193,320.0002136,121.1381455,959.9664307
194,321.6668396,122.2882614,964.9697876
195,323.3338928,123.394455,970.1157227
196,325.0001831,124.5171204,975.000061
197,326.6665955,125.5903778,979.9185791
198,328.333374,126.7542191,984.9717407
199,330.0007324,127.8384628,989.9953613
200,331.6667481,128.9391632,995.0014038
201,333.4670105,130.1194763,1000.311768
202,335.2676086,129.9822235,1000.296021
203,337.0671997,129.8587036,999.9949341
204,338.8669739,129.8038178,1000.022034
205,340.6674194,129.8038025,999.9907227
206,342.4675598,129.7653809,1000.101257
207,344.2677918,129.74617,1000.054138
208,346.0675964,129.726944,1000.080383
209,347.867157,129.7708588,1000.025513
210,349.6669617,129.6912842,1000.081482
211,351.4668884,129.7242127,999.9675293
212,353.2668152,129.7214813,999.9366455
213,355.0668945,129.7406616,999.9014282
214,356.8668213,129.8230286,999.9219971
215,358.6669922,129.7324371,999.9448242
216,360.46698,129.7379303,1000.097473
217,362.2671814,129.7708588,999.9573975
218,364.0670471,129.7983246,999.9005737
219,365.8673401,129.8532257,999.9368897
220,367.6671753,129.7928314,999.8551636
221,369.46698,129.8477478,1000.104004
222,371.2668762,129.8312531,999.9473267
223,373.0677185,129.8669434,999.8574829
224,374.8675232,129.8861542,999.9158325
225,376.6676025,129.8971405,1000.058716
226,378.4674072,129.91362,1000.084473
227,380.2671814,129.9273377,1000.009888
228,382.0669556,129.8971405,999.9320068
229,383.867157,129.9300842,1000.003479
230,385.6672058,129.9300842,1000.132446
231,387.467804,129.9328156,999.8417969
232,389.2674866,129.9465485,999.8660278
233,391.0672607,129.9959564,999.9053955
234,392.8672791,129.949295,999.8851318
235,394.6671753,130.0124207,999.8447266
236,396.4671936,130.0261536,999.9868164
237,398.2671814,130.0261536,1000.127502
238,400.0672607,130.0234222,1000.098633
239,401.8671875,130.0289002,1000.030884
240,403.6671753,130.0069275,999.8673096
241,405.4671936,130.0975189,1000.105713
242,407.2670593,130.0453644,999.9421997
243,409.0671997,130.0453796,999.9273071
244,410.8672485,130.0700684,999.8074951
245,412.6674194,130.0398712,1000.05011
246,414.4674377,130.0618286,999.7960815
247,416.2671204,130.0645752,999.9595947
248,418.0668335,130.1414337,1000.187927
249,419.8667908,130.0865326,999.9507446
250,421.6676941,130.1222229,1000.033569
251,423.4668274,130.1304627,999.9279175
252,425.2668457,130.1551666,1000.018982
253,427.0668335,130.1880951,1000.043823
254,428.8668518,130.1441956,999.9223633
255,430.667572,130.1606445,999.9702148
256,432.4677124,130.1469269,999.8712158
257,434.2675171,130.2127991,1000.112366
258,436.0673523,130.1359406,999.9310913
259,437.8672485,130.1826019,999.8522339
260,439.6671448,130.1716309,999.9087524
261,441.46698,130.1935883,999.9932861
262,443.2668762,130.1332092,1000.037598
263,445.067627,130.2073059,999.9921265
264,446.8675537,130.1386871,999.9014282
265,448.6676941,130.1826019,1000.043823
266,450.4675293,130.1880951,1000.054871
267,452.2672424,130.262207,1000.063843
268,454.0670471,130.2814179,999.8806152
269,455.8672791,130.336319,999.956604
270,457.6672363,130.3390656,999.8733521
271,459.4671936,130.4735718,999.9121704
272,461.2671814,130.5092468,1000.066284
273,463.0672607,130.55867,999.9954224
274,464.867218,130.5806274,999.8434448
275,466.6672058,130.5202332,1000.004822
276,468.4673767,130.5614014,1000.047363
277,470.2674561,130.5696411,1000.140076
278,472.0672302,130.6108093,1000.019409
279,473.867218,130.6080627,1000.03656
280,475.6673584,130.6163025,999.9402466
281,477.466919,130.6492462,999.9265747
282,479.2675476,130.6904144,1000.06189
283,481.0675964,130.6821747,999.9811401
284,482.8673096,130.6355133,999.9654541
285,484.6670532,130.6821747,999.9680176
286,486.4672241,130.7315826,999.8733521
287,488.2670288,130.7014008,999.8636475
288,490.0671082,130.7425537,999.9970093
289,491.8670349,130.7206116,1000.082642
290,493.6672974,130.7370758,1000.057068
291,495.4668579,130.7947235,999.9936523
292,497.2672424,130.767273,999.972168
293,499.0672913,130.7288513,1000.016235
294,500.8675232,130.8166809,999.9884644
295,502.6674194,130.7892304,999.9928589
296,504.4674988,130.8276672,1000.125977
297,506.2673645,130.7809906,1000.091003
298,508.0672302,130.8029633,999.960083
299,509.8670044,130.8111877,1000.013062
300,511.6676025,130.8221741,999.9902344
301,513.333313,130.8056946,999.9330444
302,513.3436279,130.8194275,999.9794312
303,513.3542481,130.8496246,1000.008728
304,513.3648071,130.8002167,1000.003906
305,513.3753662,130.8111877,999.9428101
306,513.3859863,130.8194275,999.6820679
307,513.4483643,130.6025848,998.7579346
308,513.5339966,130.3500519,997.6532593
309,513.5900879,130.1359406,996.6269531
310,513.6355591,129.8724365,995.5812378
311,513.6821289,129.6583252,994.4884644
312,513.7223511,129.3920746,993.4470215
313,513.7763672,129.0544586,992.3739014
314,513.8154907,128.8293762,991.309082
315,513.8567505,128.5960388,990.2391357
316,513.8874512,128.4258728,989.18396
317,513.920166,128.1870575,988.2467041
318,513.9614258,127.8960953,987.1177368
319,513.9963379,127.6490555,985.9386597
320,514.0301514,127.3882904,984.960083
321,514.0609131,127.1934052,983.9436035
322,514.0884399,126.982048,982.9024048
323,514.1169434,126.7487259,981.838562
324,514.1466065,126.5675659,980.7809448
325,514.1751709,126.3424835,979.7265625
326,514.2058716,126.1146545,978.6743774
327,514.2353516,125.8209534,977.6212158
328,514.2629395,125.6727295,976.5552368
329,514.2946777,125.3872528,975.463562
330,514.3179932,125.1731567,974.421814
331,514.3497315,124.9206238,973.2678833
332,514.3720093,124.7394562,972.3464356
333,514.4005737,124.4512405,971.1660767
334,514.4238281,124.3249664,970.194519
335,514.4503174,124.0669556,969.1030273
336,514.4724731,123.883049,968.1749268
337,514.5009766,123.6305161,967.022522
338,514.529541,123.3917084,965.9517822
339,514.5528565,123.1748657,964.9017334
340,514.5814819,122.9195938,963.7390747
341,514.6047363,122.6972504,962.6831665
342,514.6248169,122.5243073,961.7279053
343,514.6491089,122.2745361,960.666687
344,514.6744995,122.063179,959.5197144
345,514.6945801,121.9012299,958.5752564
346,514.7166748,121.6432037,957.4570923
347,514.7399292,121.4208679,956.4033814
348,514.7611084,121.2753906,955.4117432
349,514.781189,121.094223,954.3560791
350,514.8013916,120.8773651,953.2478638
351,514.824646,120.6687775,952.203125
352,514.8468628,120.4519196,951.131958
